log_id,brigade_id,log_date,shift_start_time,shift_end_time,start_depth_m,end_depth_m,drilled_depth_m,weather,logistics_issue
4328,BRIGADE_06,2023-08-05,2023-08-05 10:52:00,2023-08-05 21:20:25.100838,420.99,518.75,97.76,Windy,False
4329,BRIGADE_06,2023-08-05,2023-08-05 04:25:00,2023-08-05 14:14:47.573320,14.4,104.36,89.96,Windy,True
4330,BRIGADE_06,2023-08-05,2023-08-05 12:20:00,2023-08-05 23:13:41.211770,218.9,278.25,59.35,Rainy,False
4331,BRIGADE_07,2023-08-05,2023-08-05 22:05:00,2023-08-06 07:26:56.934887,108.43,192.86,84.43,Cloudy,False
4332,BRIGADE_08,2023-08-05,2023-08-05 02:15:00,2023-08-05 11:35:29.973398,406.84,485.35,78.5,Rainy,False
4333,BRIGADE_08,2023-08-05,2023-08-05 16:25:00,2023-08-06 04:05:26.617833,457.3,537.14,79.84,Snowy,False
4334,BRIGADE_08,2023-08-05,2023-08-05 19:05:00,2023-08-06 03:38:51.838434,113.84,147.99,34.15,Windy,False
4335,BRIGADE_09,2023-08-05,2023-08-05 03:02:00,2023-08-05 11:03:08.061095,215.0,262.19,47.19,Sunny,False
4336,BRIGADE_10,2023-08-05,2023-08-05 16:23:00,2023-08-05 22:35:01.300575,345.85,409.17,63.32,Sunny,False
4337,BRIGADE_10,2023-08-05,2023-08-05 17:07:00,2023-08-06 03:48:33.297564,37.71,95.85,58.14,Cloudy,False
4338,BRIGADE_01,2023-08-06,2023-08-06 23:59:00,2023-08-07 06:44:33.100399,476.17,515.08,38.9,Cloudy,False
4339,BRIGADE_01,2023-08-06,2023-08-06 16:25:00,2023-08-07 01:47:03.381605,496.42,590.08,93.66,Rainy,False
4340,BRIGADE_01,2023-08-06,2023-08-06 09:34:00,2023-08-06 16:36:00.301898,182.59,276.21,93.61,Snowy,False
4341,BRIGADE_02,2023-08-06,2023-08-06 20:47:00,2023-08-07 07:28:27.401891,304.24,351.97,47.72,Snowy,False
4342,BRIGADE_03,2023-08-06,2023-08-06 17:23:00,2023-08-07 03:33:27.501850,231.82,251.04,19.22,Windy,False
4343,BRIGADE_03,2023-08-06,2023-08-06 10:02:00,2023-08-06 20:58:58.990027,475.01,572.75,97.74,Sunny,False
4344,BRIGADE_04,2023-08-06,2023-08-06 21:25:00,2023-08-07 03:57:19.341366,55.01,102.85,47.84,Windy,False
4345,BRIGADE_05,2023-08-06,2023-08-06 21:40:00,2023-08-07 06:28:55.818519,439.49,529.56,90.07,Cloudy,False
4346,BRIGADE_05,2023-08-06,2023-08-06 14:08:00,2023-08-06 21:03:09.088061,303.57,313.68,10.11,Cloudy,True
4347,BRIGADE_05,2023-08-06,2023-08-06 22:15:00,2023-08-07 05:41:06.031896,268.39,281.66,13.27,Cloudy,False
4348,BRIGADE_06,2023-08-06,2023-08-06 00:07:00,2023-08-06 06:38:25.951786,107.42,153.69,46.27,Snowy,False
4349,BRIGADE_07,2023-08-06,2023-08-06 03:34:00,2023-08-06 12:33:06.970703,437.54,529.16,91.62,Snowy,False
4350,BRIGADE_07,2023-08-06,2023-08-06 01:26:00,2023-08-06 09:23:08.167074,184.73,263.99,79.26,Snowy,False
4351,BRIGADE_07,2023-08-06,2023-08-06 10:10:00,2023-08-06 19:57:06.028370,374.3,462.6,88.3,Sunny,False
4352,BRIGADE_08,2023-08-06,2023-08-06 07:53:00,2023-08-06 17:03:12.000461,409.99,427.65,17.66,Cloudy,True
4353,BRIGADE_09,2023-08-06,2023-08-06 06:21:00,2023-08-06 17:28:48.632076,398.0,486.16,88.16,Windy,False
4354,BRIGADE_09,2023-08-06,2023-08-06 09:08:00,2023-08-06 16:12:01.166920,351.75,431.69,79.94,Rainy,False
4355,BRIGADE_10,2023-08-06,2023-08-06 03:22:00,2023-08-06 11:31:41.691228,146.06,183.78,37.72,Rainy,False
4356,BRIGADE_10,2023-08-06,2023-08-06 15:01:00,2023-08-07 00:34:34.821479,259.86,344.21,84.35,Sunny,False
4357,BRIGADE_01,2023-08-07,2023-08-07 18:04:00,2023-08-08 02:11:58.292196,395.31,445.35,50.04,Cloudy,False
4358,BRIGADE_01,2023-08-07,2023-08-07 07:18:00,2023-08-07 18:29:06.992661,400.74,416.05,15.31,Cloudy,False
4359,BRIGADE_02,2023-08-07,2023-08-07 04:01:00,2023-08-07 11:41:48.638477,458.8,547.69,88.89,Snowy,False
4360,BRIGADE_03,2023-08-07,2023-08-07 15:28:00,2023-08-08 01:14:31.356262,299.83,346.28,46.45,Windy,False
4361,BRIGADE_03,2023-08-07,2023-08-07 16:21:00,2023-08-07 23:13:20.868365,317.42,369.54,52.12,Sunny,False
4362,BRIGADE_04,2023-08-07,2023-08-07 17:59:00,2023-08-08 02:29:43.184565,11.72,33.62,21.91,Cloudy,False
4363,BRIGADE_04,2023-08-07,2023-08-07 03:34:00,2023-08-07 10:41:09.746860,68.29,156.62,88.33,Sunny,False
4364,BRIGADE_04,2023-08-07,2023-08-07 19:03:00,2023-08-08 01:15:02.898918,495.47,557.49,62.02,Windy,False
4365,BRIGADE_05,2023-08-07,2023-08-07 01:25:00,2023-08-07 12:09:38.606106,372.08,447.58,75.5,Windy,False
4366,BRIGADE_06,2023-08-07,2023-08-07 01:07:00,2023-08-07 12:01:44.477933,97.75,186.06,88.31,Snowy,False
4367,BRIGADE_07,2023-08-07,2023-08-07 20:17:00,2023-08-08 07:47:14.486340,24.24,56.89,32.66,Windy,True
4368,BRIGADE_07,2023-08-07,2023-08-07 12:46:00,2023-08-07 22:00:23.157783,145.48,199.39,53.91,Sunny,False
4369,BRIGADE_07,2023-08-07,2023-08-07 08:56:00,2023-08-07 16:27:28.474091,106.11,178.43,72.32,Sunny,False
4370,BRIGADE_08,2023-08-07,2023-08-07 01:08:00,2023-08-07 09:23:38.347170,403.74,441.83,38.08,Rainy,False
4371,BRIGADE_08,2023-08-07,2023-08-07 06:46:00,2023-08-07 18:11:13.763700,469.89,486.35,16.45,Windy,False
4372,BRIGADE_09,2023-08-07,2023-08-07 22:07:00,2023-08-08 09:22:26.606932,71.56,108.01,36.46,Sunny,False
4373,BRIGADE_09,2023-08-07,2023-08-07 22:55:00,2023-08-08 09:57:13.555296,235.88,274.97,39.09,Sunny,False
4374,BRIGADE_09,2023-08-07,2023-08-07 23:07:00,2023-08-08 07:10:45.753142,285.7,328.56,42.86,Snowy,False
4375,BRIGADE_10,2023-08-07,2023-08-07 07:09:00,2023-08-07 16:26:48.284026,327.21,416.01,88.8,Sunny,False
4376,BRIGADE_10,2023-08-07,2023-08-07 11:15:00,2023-08-07 18:57:29.836237,189.59,259.11,69.52,Cloudy,False
4377,BRIGADE_10,2023-08-07,2023-08-07 19:20:00,2023-08-08 02:17:34.745557,403.73,417.7,13.97,Rainy,False
4378,BRIGADE_01,2023-08-08,2023-08-08 16:26:00,2023-08-08 23:50:18.010492,376.08,435.14,59.06,Rainy,False
4379,BRIGADE_01,2023-08-08,2023-08-08 00:59:00,2023-08-08 10:30:15.502785,112.18,174.74,62.56,Rainy,False
4380,BRIGADE_02,2023-08-08,2023-08-08 04:09:00,2023-08-08 16:06:04.155080,28.56,86.33,57.77,Sunny,False
4381,BRIGADE_02,2023-08-08,2023-08-08 04:46:00,2023-08-08 12:32:44.998572,499.3,560.13,60.83,Windy,False
4382,BRIGADE_03,2023-08-08,2023-08-08 12:02:00,2023-08-08 23:59:55.231234,262.28,357.78,95.5,Cloudy,False
4383,BRIGADE_04,2023-08-08,2023-08-08 09:47:00,2023-08-08 19:35:07.445996,40.64,78.61,37.98,Windy,False
4384,BRIGADE_04,2023-08-08,2023-08-08 11:01:00,2023-08-08 19:33:48.606213,402.28,434.92,32.64,Sunny,False
4385,BRIGADE_04,2023-08-08,2023-08-08 09:49:00,2023-08-08 19:59:28.815383,350.01,437.54,87.53,Cloudy,False
4386,BRIGADE_05,2023-08-08,2023-08-08 04:11:00,2023-08-08 12:17:05.676600,369.89,462.3,92.41,Windy,False
4387,BRIGADE_06,2023-08-08,2023-08-08 16:14:00,2023-08-09 03:50:22.227710,206.24,305.18,98.94,Rainy,False
4388,BRIGADE_06,2023-08-08,2023-08-08 23:26:00,2023-08-09 06:18:02.445420,380.07,399.2,19.13,Sunny,False
4389,BRIGADE_06,2023-08-08,2023-08-08 02:12:00,2023-08-08 08:33:54.191703,255.35,265.94,10.59,Rainy,False
4390,BRIGADE_07,2023-08-08,2023-08-08 21:33:00,2023-08-09 07:30:36.686044,495.0,518.39,23.39,Sunny,False
4391,BRIGADE_08,2023-08-08,2023-08-08 01:54:00,2023-08-08 11:25:11.589289,27.19,104.19,77.0,Rainy,False
4392,BRIGADE_09,2023-08-08,2023-08-08 00:03:00,2023-08-08 07:03:31.269403,153.97,176.48,22.51,Sunny,False
4393,BRIGADE_10,2023-08-08,2023-08-08 06:27:00,2023-08-08 14:44:30.121822,352.32,401.75,49.42,Windy,False
4394,BRIGADE_10,2023-08-08,2023-08-08 19:20:00,2023-08-09 01:55:27.208984,410.14,474.66,64.52,Snowy,False
4395,BRIGADE_01,2023-08-09,2023-08-09 20:20:00,2023-08-10 06:41:27.456899,407.87,467.62,59.75,Cloudy,False
4396,BRIGADE_02,2023-08-09,2023-08-09 21:09:00,2023-08-10 03:24:02.059190,482.33,577.9,95.58,Sunny,False
4397,BRIGADE_02,2023-08-09,2023-08-09 17:38:00,2023-08-10 03:08:33.153770,235.24,259.62,24.38,Snowy,False
4398,BRIGADE_03,2023-08-09,2023-08-09 02:51:00,2023-08-09 10:42:44.139045,267.26,312.44,45.18,Windy,False
4399,BRIGADE_04,2023-08-09,2023-08-09 22:01:00,2023-08-10 09:19:40.315673,344.79,375.81,31.02,Windy,False
4400,BRIGADE_05,2023-08-09,2023-08-09 01:58:00,2023-08-09 08:29:27.474737,315.17,362.76,47.59,Windy,False
4401,BRIGADE_05,2023-08-09,2023-08-09 16:25:00,2023-08-10 02:00:01.025075,236.91,295.36,58.44,Cloudy,False
4402,BRIGADE_05,2023-08-09,2023-08-09 22:14:00,2023-08-10 05:13:27.408198,20.16,74.96,54.8,Snowy,False
4403,BRIGADE_06,2023-08-09,2023-08-09 21:04:00,2023-08-10 03:19:54.208555,163.79,208.62,44.83,Cloudy,False
4404,BRIGADE_07,2023-08-09,2023-08-09 17:16:00,2023-08-10 01:46:22.755615,321.47,415.4,93.93,Sunny,False
4405,BRIGADE_08,2023-08-09,2023-08-09 11:59:00,2023-08-09 18:05:32.542603,463.77,532.62,68.86,Windy,False
4406,BRIGADE_08,2023-08-09,2023-08-09 12:04:00,2023-08-09 18:19:40.944467,186.79,222.2,35.41,Sunny,False
4407,BRIGADE_08,2023-08-09,2023-08-09 17:11:00,2023-08-10 00:41:25.767552,231.21,264.0,32.79,Sunny,False
4408,BRIGADE_09,2023-08-09,2023-08-09 12:04:00,2023-08-09 19:33:09.891450,341.3,406.64,65.33,Sunny,False
4409,BRIGADE_10,2023-08-09,2023-08-09 20:36:00,2023-08-10 07:38:25.703925,225.73,252.48,26.75,Snowy,False
4410,BRIGADE_01,2023-08-10,2023-08-10 21:36:00,2023-08-11 04:42:11.048079,495.6,575.53,79.93,Windy,False
4411,BRIGADE_01,2023-08-10,2023-08-10 19:45:00,2023-08-11 03:26:35.953654,151.75,162.85,11.1,Sunny,False
4412,BRIGADE_02,2023-08-10,2023-08-10 12:45:00,2023-08-10 20:26:27.106392,161.9,206.18,44.28,Rainy,False
4413,BRIGADE_03,2023-08-10,2023-08-10 23:35:00,2023-08-11 11:22:07.403391,56.56,104.69,48.13,Cloudy,False
4414,BRIGADE_04,2023-08-10,2023-08-10 16:55:00,2023-08-11 02:48:00.627178,32.78,102.62,69.84,Snowy,False
4415,BRIGADE_04,2023-08-10,2023-08-10 16:56:00,2023-08-11 00:35:01.041298,378.67,402.06,23.39,Sunny,False
4416,BRIGADE_05,2023-08-10,2023-08-10 03:11:00,2023-08-10 10:15:07.613671,284.13,295.32,11.18,Cloudy,False
4417,BRIGADE_06,2023-08-10,2023-08-10 23:10:00,2023-08-11 08:30:14.646774,44.51,63.54,19.04,Snowy,False
4418,BRIGADE_07,2023-08-10,2023-08-10 10:00:00,2023-08-10 21:09:33.635091,259.75,299.22,39.47,Rainy,False
4419,BRIGADE_07,2023-08-10,2023-08-10 01:50:00,2023-08-10 11:10:35.608339,290.32,382.63,92.31,Windy,False
4420,BRIGADE_07,2023-08-10,2023-08-10 12:39:00,2023-08-10 21:36:36.872812,275.1,319.35,44.24,Rainy,False
4421,BRIGADE_08,2023-08-10,2023-08-10 19:54:00,2023-08-11 05:52:51.921144,157.9,182.55,24.65,Windy,False
4422,BRIGADE_09,2023-08-10,2023-08-10 02:56:00,2023-08-10 11:05:45.542897,121.52,199.18,77.65,Cloudy,False
4423,BRIGADE_09,2023-08-10,2023-08-10 10:46:00,2023-08-10 18:11:08.209153,452.01,473.11,21.11,Rainy,False
4424,BRIGADE_09,2023-08-10,2023-08-10 23:42:00,2023-08-11 08:21:32.312303,482.45,547.67,65.22,Windy,False
4425,BRIGADE_10,2023-08-10,2023-08-10 12:53:00,2023-08-10 20:16:14.151150,352.97,451.18,98.2,Cloudy,False
4426,BRIGADE_10,2023-08-10,2023-08-10 02:09:00,2023-08-10 09:53:55.807859,466.69,555.43,88.74,Snowy,False
4427,BRIGADE_01,2023-08-11,2023-08-11 21:29:00,2023-08-12 09:01:46.647257,361.99,430.73,68.75,Rainy,False
4428,BRIGADE_01,2023-08-11,2023-08-11 04:22:00,2023-08-11 12:52:03.937176,257.8,287.1,29.3,Cloudy,False
4429,BRIGADE_01,2023-08-11,2023-08-11 16:46:00,2023-08-12 01:33:58.486660,89.63,174.34,84.71,Sunny,False
4430,BRIGADE_02,2023-08-11,2023-08-11 21:12:00,2023-08-12 07:56:20.144567,14.67,30.88,16.21,Sunny,True
4431,BRIGADE_03,2023-08-11,2023-08-11 22:06:00,2023-08-12 05:46:11.172610,279.97,379.92,99.95,Cloudy,False
4432,BRIGADE_03,2023-08-11,2023-08-11 22:49:00,2023-08-12 06:31:46.485386,46.81,139.6,92.79,Sunny,False
4433,BRIGADE_03,2023-08-11,2023-08-11 08:20:00,2023-08-11 18:02:01.445280,254.18,333.51,79.33,Windy,False
4434,BRIGADE_04,2023-08-11,2023-08-11 05:59:00,2023-08-11 12:51:35.209787,107.29,147.07,39.78,Cloudy,False
4435,BRIGADE_04,2023-08-11,2023-08-11 04:30:00,2023-08-11 16:08:26.965723,227.21,288.21,60.99,Rainy,False
4436,BRIGADE_05,2023-08-11,2023-08-11 06:18:00,2023-08-11 14:42:55.355204,71.75,91.73,19.97,Rainy,True
4437,BRIGADE_05,2023-08-11,2023-08-11 15:25:00,2023-08-11 22:13:00.193357,433.36,468.26,34.9,Sunny,False
4438,BRIGADE_05,2023-08-11,2023-08-11 19:04:00,2023-08-12 03:33:09.011783,427.56,486.19,58.63,Sunny,False
4439,BRIGADE_06,2023-08-11,2023-08-11 23:23:00,2023-08-12 10:27:14.680944,217.15,259.13,41.98,Rainy,False
4440,BRIGADE_06,2023-08-11,2023-08-11 06:11:00,2023-08-11 17:25:56.962950,36.25,104.01,67.77,Cloudy,False
4441,BRIGADE_07,2023-08-11,2023-08-11 09:41:00,2023-08-11 16:01:08.972364,199.01,288.92,89.9,Cloudy,False
4442,BRIGADE_07,2023-08-11,2023-08-11 08:08:00,2023-08-11 14:58:19.471060,411.75,500.8,89.06,Cloudy,False
4443,BRIGADE_07,2023-08-11,2023-08-11 05:06:00,2023-08-11 15:34:26.782610,361.4,417.54,56.15,Cloudy,False
4444,BRIGADE_08,2023-08-11,2023-08-11 10:18:00,2023-08-11 22:06:29.129442,392.84,406.28,13.44,Snowy,False
4445,BRIGADE_08,2023-08-11,2023-08-11 17:17:00,2023-08-12 01:38:30.967413,347.87,417.02,69.16,Cloudy,False
4446,BRIGADE_09,2023-08-11,2023-08-11 07:27:00,2023-08-11 14:58:27.891975,391.07,413.25,22.17,Rainy,False
4447,BRIGADE_09,2023-08-11,2023-08-11 21:30:00,2023-08-12 06:30:09.887777,470.77,551.76,80.99,Sunny,False
4448,BRIGADE_09,2023-08-11,2023-08-11 13:09:00,2023-08-12 00:44:17.821365,270.07,292.98,22.91,Rainy,False
4449,BRIGADE_10,2023-08-11,2023-08-11 19:04:00,2023-08-12 04:47:29.222751,28.29,44.46,16.17,Windy,False
4450,BRIGADE_10,2023-08-11,2023-08-11 11:26:00,2023-08-11 17:39:11.805565,9.97,87.21,77.23,Windy,False
4451,BRIGADE_01,2023-08-12,2023-08-12 16:54:00,2023-08-13 01:13:33.515354,290.35,340.73,50.39,Rainy,False
4452,BRIGADE_01,2023-08-12,2023-08-12 23:39:00,2023-08-13 08:14:52.234226,283.03,311.66,28.63,Windy,False
4453,BRIGADE_01,2023-08-12,2023-08-12 08:32:00,2023-08-12 19:07:19.781213,471.37,566.25,94.88,Windy,False
4454,BRIGADE_02,2023-08-12,2023-08-12 00:45:00,2023-08-12 06:49:51.142476,290.62,336.1,45.49,Windy,False
4455,BRIGADE_02,2023-08-12,2023-08-12 23:51:00,2023-08-13 10:52:08.370727,323.35,408.15,84.79,Cloudy,False
4456,BRIGADE_03,2023-08-12,2023-08-12 07:42:00,2023-08-12 19:23:04.435293,434.29,458.11,23.82,Cloudy,True
4457,BRIGADE_04,2023-08-12,2023-08-12 17:02:00,2023-08-13 01:37:29.495554,386.28,480.69,94.41,Rainy,False
4458,BRIGADE_04,2023-08-12,2023-08-12 06:31:00,2023-08-12 18:26:19.102385,303.15,347.5,44.35,Rainy,False
4459,BRIGADE_04,2023-08-12,2023-08-12 04:47:00,2023-08-12 16:24:26.570254,74.53,89.89,15.35,Windy,False
4460,BRIGADE_05,2023-08-12,2023-08-12 10:45:00,2023-08-12 22:16:14.681238,422.7,449.06,26.36,Snowy,False
4461,BRIGADE_05,2023-08-12,2023-08-12 08:24:00,2023-08-12 16:44:18.900729,152.23,187.96,35.73,Windy,False
4462,BRIGADE_05,2023-08-12,2023-08-12 05:56:00,2023-08-12 14:37:33.563854,230.72,306.86,76.13,Snowy,False
4463,BRIGADE_06,2023-08-12,2023-08-12 02:36:00,2023-08-12 14:07:18.631372,6.17,93.94,87.77,Cloudy,True
4464,BRIGADE_07,2023-08-12,2023-08-12 07:14:00,2023-08-12 18:24:37.494578,109.3,193.98,84.68,Rainy,True
4465,BRIGADE_07,2023-08-12,2023-08-12 04:34:00,2023-08-12 15:07:48.892123,288.01,368.82,80.8,Rainy,False
4466,BRIGADE_07,2023-08-12,2023-08-12 01:40:00,2023-08-12 08:35:49.483823,93.26,173.63,80.37,Cloudy,False
4467,BRIGADE_08,2023-08-12,2023-08-12 13:25:00,2023-08-12 20:50:26.427724,134.62,179.7,45.08,Snowy,False
4468,BRIGADE_08,2023-08-12,2023-08-12 04:29:00,2023-08-12 14:24:29.258921,127.75,185.38,57.63,Windy,False
4469,BRIGADE_08,2023-08-12,2023-08-12 21:50:00,2023-08-13 05:36:41.327576,358.59,396.07,37.48,Windy,False
4470,BRIGADE_09,2023-08-12,2023-08-12 16:47:00,2023-08-12 23:50:38.488742,305.88,337.76,31.88,Rainy,False
4471,BRIGADE_09,2023-08-12,2023-08-12 07:09:00,2023-08-12 15:26:23.920091,473.86,528.83,54.97,Sunny,False
4472,BRIGADE_09,2023-08-12,2023-08-12 11:58:00,2023-08-12 20:23:23.647709,487.27,585.53,98.26,Snowy,False
4473,BRIGADE_10,2023-08-12,2023-08-12 14:53:00,2023-08-12 21:26:46.408560,26.33,39.01,12.68,Sunny,False
4474,BRIGADE_01,2023-08-13,2023-08-13 02:18:00,2023-08-13 11:37:12.758910,47.76,78.29,30.53,Sunny,False
4475,BRIGADE_02,2023-08-13,2023-08-13 05:42:00,2023-08-13 16:54:36.183537,113.02,170.02,57.0,Snowy,False
4476,BRIGADE_02,2023-08-13,2023-08-13 07:03:00,2023-08-13 13:49:11.262796,103.88,176.73,72.85,Cloudy,False
4477,BRIGADE_02,2023-08-13,2023-08-13 04:45:00,2023-08-13 11:14:31.846810,215.56,277.31,61.75,Windy,True
4478,BRIGADE_03,2023-08-13,2023-08-13 04:01:00,2023-08-13 13:08:30.690163,29.79,109.02,79.23,Sunny,False
4479,BRIGADE_04,2023-08-13,2023-08-13 18:24:00,2023-08-14 01:15:36.783266,328.41,372.45,44.04,Cloudy,False
4480,BRIGADE_04,2023-08-13,2023-08-13 07:26:00,2023-08-13 13:32:26.109584,215.88,232.33,16.45,Cloudy,False
4481,BRIGADE_05,2023-08-13,2023-08-13 18:04:00,2023-08-14 04:09:23.255172,260.99,281.25,20.26,Sunny,False
4482,BRIGADE_05,2023-08-13,2023-08-13 23:52:00,2023-08-14 09:50:30.303875,451.1,502.18,51.09,Sunny,False
4483,BRIGADE_05,2023-08-13,2023-08-13 04:20:00,2023-08-13 11:05:18.332222,55.33,74.19,18.86,Sunny,False
4484,BRIGADE_06,2023-08-13,2023-08-13 02:35:00,2023-08-13 11:23:09.302044,53.43,119.18,65.75,Snowy,False
4485,BRIGADE_06,2023-08-13,2023-08-13 01:13:00,2023-08-13 12:39:20.787382,423.22,507.09,83.87,Cloudy,False
4486,BRIGADE_07,2023-08-13,2023-08-13 07:35:00,2023-08-13 14:33:02.854901,476.94,510.56,33.63,Windy,False
4487,BRIGADE_07,2023-08-13,2023-08-13 19:32:00,2023-08-14 06:04:56.067924,367.73,395.3,27.57,Cloudy,False
4488,BRIGADE_08,2023-08-13,2023-08-13 20:50:00,2023-08-14 05:57:22.084594,325.65,372.49,46.84,Sunny,False
4489,BRIGADE_08,2023-08-13,2023-08-13 07:26:00,2023-08-13 17:55:38.731456,172.51,222.48,49.97,Snowy,False
4490,BRIGADE_08,2023-08-13,2023-08-13 06:04:00,2023-08-13 14:10:22.822804,498.55,561.11,62.56,Snowy,False
4491,BRIGADE_09,2023-08-13,2023-08-13 13:04:00,2023-08-13 20:11:47.831383,36.28,59.0,22.72,Snowy,False
4492,BRIGADE_09,2023-08-13,2023-08-13 05:01:00,2023-08-13 15:40:54.814249,450.78,488.5,37.71,Cloudy,False
4493,BRIGADE_10,2023-08-13,2023-08-13 12:49:00,2023-08-13 21:41:40.662296,28.38,85.09,56.71,Cloudy,False
4494,BRIGADE_01,2023-08-14,2023-08-14 09:00:00,2023-08-14 18:06:14.834015,475.72,563.18,87.46,Rainy,False
4495,BRIGADE_01,2023-08-14,2023-08-14 04:16:00,2023-08-14 13:54:09.212717,248.06,260.13,12.07,Rainy,False
4496,BRIGADE_02,2023-08-14,2023-08-14 00:30:00,2023-08-14 07:17:33.403101,90.86,131.61,40.74,Sunny,False
4497,BRIGADE_02,2023-08-14,2023-08-14 09:40:00,2023-08-14 20:11:42.400670,307.93,335.27,27.34,Sunny,False
4498,BRIGADE_03,2023-08-14,2023-08-14 07:53:00,2023-08-14 17:41:58.987060,467.92,560.35,92.43,Sunny,False
4499,BRIGADE_04,2023-08-14,2023-08-14 02:46:00,2023-08-14 14:25:57.347936,33.35,122.89,89.55,Rainy,False
4500,BRIGADE_04,2023-08-14,2023-08-14 23:56:00,2023-08-15 10:10:31.383607,182.06,196.08,14.02,Sunny,False
4501,BRIGADE_04,2023-08-14,2023-08-14 06:15:00,2023-08-14 13:33:06.469478,404.92,432.56,27.63,Snowy,False
4502,BRIGADE_05,2023-08-14,2023-08-14 13:02:00,2023-08-14 22:50:47.302680,372.95,459.56,86.61,Rainy,False
4503,BRIGADE_05,2023-08-14,2023-08-14 20:36:00,2023-08-15 04:31:15.681809,375.07,451.88,76.82,Cloudy,False
4504,BRIGADE_06,2023-08-14,2023-08-14 17:36:00,2023-08-15 01:29:44.380715,404.22,427.46,23.24,Rainy,False
4505,BRIGADE_06,2023-08-14,2023-08-14 16:46:00,2023-08-14 23:50:57.220520,368.11,437.51,69.4,Rainy,False
4506,BRIGADE_06,2023-08-14,2023-08-14 04:56:00,2023-08-14 15:22:03.320057,4.65,95.67,91.02,Snowy,False
4507,BRIGADE_07,2023-08-14,2023-08-14 22:38:00,2023-08-15 10:10:05.437549,491.92,587.92,95.99,Rainy,False
4508,BRIGADE_07,2023-08-14,2023-08-14 03:29:00,2023-08-14 13:16:15.171796,64.32,152.97,88.66,Rainy,False
4509,BRIGADE_07,2023-08-14,2023-08-14 05:41:00,2023-08-14 13:16:08.418120,213.42,304.19,90.77,Snowy,False
4510,BRIGADE_08,2023-08-14,2023-08-14 10:10:00,2023-08-14 20:39:19.924745,171.18,222.27,51.09,Windy,False
4511,BRIGADE_09,2023-08-14,2023-08-14 01:41:00,2023-08-14 10:46:57.955219,292.87,391.77,98.91,Cloudy,False
4512,BRIGADE_09,2023-08-14,2023-08-14 11:47:00,2023-08-14 18:28:50.305957,287.4,351.69,64.29,Sunny,False
4513,BRIGADE_09,2023-08-14,2023-08-14 05:24:00,2023-08-14 15:21:16.683036,463.58,531.98,68.4,Windy,False
4514,BRIGADE_10,2023-08-14,2023-08-14 15:07:00,2023-08-14 23:21:36.081934,441.77,461.12,19.35,Windy,False
4515,BRIGADE_01,2023-08-15,2023-08-15 11:25:00,2023-08-15 21:19:38.257580,309.39,408.26,98.87,Sunny,False
4516,BRIGADE_01,2023-08-15,2023-08-15 05:58:00,2023-08-15 12:28:42.371943,470.17,547.71,77.53,Sunny,False
4517,BRIGADE_02,2023-08-15,2023-08-15 06:15:00,2023-08-15 15:13:50.405106,435.67,510.9,75.23,Cloudy,False
4518,BRIGADE_03,2023-08-15,2023-08-15 20:58:00,2023-08-16 08:45:24.087522,138.25,233.93,95.68,Cloudy,False
4519,BRIGADE_03,2023-08-15,2023-08-15 04:12:00,2023-08-15 12:55:08.945673,178.5,243.21,64.71,Sunny,False
4520,BRIGADE_03,2023-08-15,2023-08-15 16:59:00,2023-08-16 00:45:18.539075,497.07,516.75,19.68,Snowy,False
4521,BRIGADE_04,2023-08-15,2023-08-15 07:57:00,2023-08-15 15:48:51.144875,117.21,172.88,55.67,Rainy,False
4522,BRIGADE_04,2023-08-15,2023-08-15 17:20:00,2023-08-16 00:04:42.874611,411.77,498.45,86.68,Rainy,False
4523,BRIGADE_05,2023-08-15,2023-08-15 21:43:00,2023-08-16 04:25:45.437406,48.63,139.33,90.7,Rainy,False
4524,BRIGADE_06,2023-08-15,2023-08-15 20:05:00,2023-08-16 03:55:56.825218,123.5,171.14,47.64,Windy,False
4525,BRIGADE_07,2023-08-15,2023-08-15 03:55:00,2023-08-15 11:18:55.445497,63.1,161.9,98.79,Sunny,False
4526,BRIGADE_08,2023-08-15,2023-08-15 08:43:00,2023-08-15 15:42:45.261886,97.13,132.21,35.08,Windy,False
4527,BRIGADE_09,2023-08-15,2023-08-15 18:56:00,2023-08-16 02:59:45.136099,7.75,103.08,95.33,Windy,False
4528,BRIGADE_09,2023-08-15,2023-08-15 22:32:00,2023-08-16 07:10:07.187728,467.27,519.98,52.71,Snowy,False
4529,BRIGADE_10,2023-08-15,2023-08-15 17:32:00,2023-08-16 03:30:13.082640,313.81,376.6,62.79,Snowy,False
4530,BRIGADE_10,2023-08-15,2023-08-15 03:54:00,2023-08-15 15:22:58.931154,43.65,138.12,94.47,Cloudy,False
4531,BRIGADE_10,2023-08-15,2023-08-15 16:55:00,2023-08-16 00:45:16.973228,247.73,271.71,23.98,Snowy,False
4532,BRIGADE_01,2023-08-16,2023-08-16 15:51:00,2023-08-17 00:25:59.754799,223.24,275.59,52.35,Snowy,False
4533,BRIGADE_01,2023-08-16,2023-08-16 23:34:00,2023-08-17 07:45:32.041314,61.89,161.06,99.18,Windy,False
4534,BRIGADE_01,2023-08-16,2023-08-16 07:48:00,2023-08-16 16:10:12.751564,167.85,219.82,51.96,Snowy,False
4535,BRIGADE_02,2023-08-16,2023-08-16 03:12:00,2023-08-16 10:08:02.991929,92.1,152.65,60.55,Cloudy,True
